time,tavg,tmin,tmax,prcp
2015-01-01,26.1,21.9,30.1,
2015-01-02,26.8,22.2,,0.5
2015-01-03,26.9,23.0,,0.0
2015-01-04,26.0,22.4,30.9,
2015-01-05,26.2,22.6,,
2015-01-06,25.7,21.2,,
2015-01-07,25.3,21.6,30.4,
2015-01-08,25.6,21.7,30.2,
2015-01-09,24.8,,29.8,
2015-01-10,24.3,17.9,29.2,
2015-01-11,24.3,,29.1,
2015-01-12,23.6,,,
2015-01-13,23.9,18.3,29.2,
2015-01-14,23.3,18.8,29.2,
2015-01-15,24.8,18.7,29.8,
2015-01-16,25.1,21.1,29.8,
2015-01-17,24.5,,29.5,0.0
2015-01-18,23.8,,29.5,
2015-01-19,24.0,19.0,29.2,
2015-01-20,24.2,19.0,29.2,
2015-01-21,24.3,19.1,29.4,
2015-01-22,25.1,20.4,29.4,0.0
2015-01-23,25.5,22.4,,0.5
2015-01-24,25.1,,,0.0
2015-01-25,25.1,19.5,29.3,3.0
2015-01-26,25.3,,,0.0
2015-01-27,25.3,21.6,29.6,
2015-01-28,25.5,20.8,29.2,
2015-01-29,26.3,22.0,30.2,
2015-01-30,25.4,,30.2,
2015-01-31,25.3,20.4,,
2015-02-01,25.4,20.5,,
2015-02-02,25.7,21.0,,
2015-02-03,25.4,20.8,30.2,
2015-02-04,25.3,21.3,30.2,
2015-02-05,25.9,,31.4,
2015-02-06,26.0,21.6,31.4,
2015-02-07,26.1,20.3,,
2015-02-08,25.4,20.3,,
2015-02-09,25.2,20.7,30.4,
2015-02-10,24.8,21.0,30.2,
2015-02-11,25.8,21.1,,
2015-02-12,26.1,21.5,31.4,
2015-02-13,26.2,21.8,31.7,
2015-02-14,26.4,20.4,32.0,
2015-02-15,26.8,20.3,,
2015-02-16,26.4,,33.4,
2015-02-17,26.3,20.4,33.2,
2015-02-18,26.2,20.2,33.2,
2015-02-19,25.8,19.8,32.0,
2015-02-20,25.7,20.1,,
2015-02-21,26.1,21.4,,
2015-02-22,26.2,21.4,,
2015-02-23,25.7,,31.6,
2015-02-24,25.7,20.0,,
2015-02-25,25.7,19.6,32.3,
2015-02-26,27.1,21.0,32.3,
2015-02-27,27.8,22.8,32.0,
2015-02-28,27.9,23.8,32.0,
2015-03-01,28.3,24.5,31.6,
2015-03-02,28.2,,31.6,
2015-03-03,28.4,23.4,32.6,
2015-03-04,29.0,23.4,33.4,
2015-03-05,29.2,24.3,33.4,
2015-03-06,28.7,24.3,33.3,
2015-03-07,28.5,,33.1,
2015-03-08,28.3,23.9,33.1,
2015-03-09,28.0,,33.0,
2015-03-10,27.3,22.2,33.0,
2015-03-11,27.7,22.8,32.8,
2015-03-12,28.4,23.9,,
2015-03-13,28.0,24.1,33.1,
2015-03-14,28.8,23.2,33.1,
2015-03-15,28.4,,33.1,
2015-03-16,27.9,,32.8,
2015-03-17,28.0,21.6,33.1,
2015-03-18,28.8,21.1,35.2,
2015-03-19,28.6,21.8,35.2,
2015-03-20,27.9,23.1,34.0,
2015-03-21,29.1,23.0,,
2015-03-22,29.6,23.2,,
2015-03-23,29.4,23.7,36.3,
2015-03-24,29.2,23.7,35.2,
2015-03-25,29.1,23.9,34.3,
2015-03-26,28.7,24.2,33.3,
2015-03-27,29.2,24.3,33.7,
2015-03-28,29.7,24.8,34.5,
2015-03-29,29.8,25.0,34.5,
2015-03-30,30.1,24.8,34.4,
2015-03-31,30.1,26.3,34.3,
2015-04-01,29.8,26.0,34.2,
2015-04-02,30.6,26.0,36.3,
2015-04-03,31.4,25.9,38.0,
2015-04-04,31.4,27.0,38.0,
2015-04-05,31.1,26.7,37.8,
2015-04-06,30.7,26.0,36.8,
2015-04-07,30.6,26.2,35.6,
2015-04-08,30.6,25.6,35.0,
2015-04-09,30.7,26.7,34.8,
2015-04-10,30.1,25.4,,
2015-04-11,30.3,24.7,35.1,
2015-04-12,29.8,25.1,35.1,
2015-04-13,28.3,,,0.5
2015-04-14,29.2,22.0,34.4,0.8
2015-04-15,26.3,23.9,34.4,3.0
2015-04-16,28.9,24.0,,103.1
2015-04-17,29.1,25.0,33.9,0.0
2015-04-18,29.7,24.0,35.3,
2015-04-19,30.2,25.2,35.3,
2015-04-20,30.7,26.1,34.3,
2015-04-21,30.7,,34.7,
2015-04-22,31.3,26.4,35.3,
2015-04-23,31.6,27.3,37.3,
2015-04-24,29.3,,37.3,
2015-04-25,30.0,22.5,35.8,6.1
2015-04-26,30.8,26.9,35.4,0.0
2015-04-27,30.4,,34.6,
2015-04-28,30.7,25.4,35.9,
2015-04-29,31.2,26.6,36.7,
2015-04-30,31.6,27.1,37.1,
2015-05-01,31.9,27.3,37.1,
2015-05-02,32.1,,,
2015-05-03,31.1,24.4,37.7,0.0
2015-05-04,31.1,27.7,35.7,
2015-05-05,30.9,26.7,,
2015-05-06,31.0,26.2,,
2015-05-07,31.4,26.8,,
2015-05-08,31.7,27.1,36.2,
2015-05-09,32.1,26.5,37.0,
2015-05-10,31.8,27.5,37.0,
2015-05-11,31.0,28.3,35.8,
2015-05-12,31.4,27.4,35.2,0.0
2015-05-13,28.4,26.7,35.2,0.0
2015-05-14,29.2,25.9,,7.9
2015-05-15,28.8,26.6,34.1,11.9
2015-05-16,28.3,25.3,34.1,5.1
2015-05-17,29.4,24.6,,5.1
2015-05-18,31.3,24.8,36.8,0.0
2015-05-19,32.5,27.0,38.2,
2015-05-20,33.1,27.4,39.6,
2015-05-21,33.7,27.7,40.0,
2015-05-22,33.5,28.2,40.0,
2015-05-23,33.9,28.5,39.7,
2015-05-24,34.4,29.1,42.3,
2015-05-25,34.6,29.5,42.4,
2015-05-26,33.5,28.2,42.4,
2015-05-27,30.9,,39.6,
2015-05-28,32.6,26.0,,0.0
2015-05-29,32.8,27.0,40.3,
2015-05-30,32.1,27.7,40.3,
2015-05-31,32.6,27.6,,
2015-06-01,29.5,27.3,38.8,
2015-06-02,30.4,,37.8,
2015-06-03,31.1,25.3,37.8,
2015-06-04,31.6,27.2,,
2015-06-05,31.7,27.2,37.8,
2015-06-06,31.6,26.6,,
2015-06-07,32.4,27.8,38.9,0.0
2015-06-08,32.2,27.5,38.9,
2015-06-09,30.9,,38.4,
2015-06-10,31.7,24.6,,1.0
2015-06-11,32.2,,40.2,0.0
2015-06-12,31.2,23.8,40.2,23.1
2015-06-13,31.9,26.9,37.5,0.0
2015-06-14,31.6,25.8,38.1,
2015-06-15,32.4,26.4,38.1,4.1
2015-06-16,30.8,,36.7,0.0
2015-06-17,28.7,24.6,35.4,5.1
2015-06-18,27.7,25.6,30.3,0.0
2015-06-19,29.4,24.8,,1.0
2015-06-20,30.9,26.4,34.2,0.0
2015-06-21,32.6,26.8,,0.0
2015-06-22,33.6,26.7,,
2015-06-23,32.1,,38.6,
2015-06-24,33.3,26.4,39.0,
2015-06-25,33.6,28.2,39.0,
2015-06-26,33.9,26.7,38.8,0.5
2015-06-27,32.1,,,0.0
2015-06-28,31.5,26.2,,14.0
2015-06-29,31.7,26.6,38.5,0.8
2015-06-30,31.9,25.5,38.5,0.0
2015-07-01,31.8,25.6,38.6,2.0
2015-07-02,32.2,27.0,39.1,0.0
2015-07-03,32.4,26.3,39.1,2.0
2015-07-04,33.4,27.7,39.5,0.0
2015-07-05,34.1,28.5,40.4,
2015-07-06,33.6,28.7,40.4,
2015-07-07,32.6,28.4,40.3,
2015-07-08,32.8,28.2,40.3,
2015-07-09,33.2,28.3,40.3,0.0
2015-07-10,31.4,,39.9,3.0
2015-07-11,31.8,23.1,39.9,7.9
2015-07-12,31.9,26.7,39.2,0.0
2015-07-13,32.4,26.5,39.8,0.0
2015-07-14,32.2,26.0,39.8,2.0
2015-07-15,30.4,27.1,37.3,0.0
2015-07-16,31.9,26.9,38.6,0.0
2015-07-17,30.1,,39.0,
2015-07-18,30.2,24.7,39.0,
2015-07-19,30.7,23.3,38.8,31.0
2015-07-20,31.2,25.9,37.0,0.3
2015-07-21,30.7,25.4,37.0,3.0
2015-07-22,28.5,,36.6,4.1
2015-07-23,29.4,23.1,36.0,24.9
2015-07-24,30.4,23.2,36.3,17.0
2015-07-25,30.7,26.2,36.6,0.0
2015-07-26,30.3,,36.6,0.0
2015-07-27,29.4,23.0,,6.1
2015-07-28,29.8,24.7,36.6,1.0
2015-07-29,30.7,23.4,36.6,14.0
2015-07-30,30.9,26.6,36.3,0.0
2015-07-31,29.9,,35.3,
2015-08-01,29.4,21.8,,55.9
2015-08-02,28.9,23.2,34.1,8.9
2015-08-03,30.6,25.7,,0.5
2015-08-04,29.1,,,0.0
2015-08-05,29.8,21.6,35.3,61.0
2015-08-06,30.7,24.8,36.0,1.0
2015-08-07,29.9,26.2,36.0,0.5
2015-08-08,30.9,24.8,36.5,6.1
2015-08-09,31.2,26.2,37.1,2.0
2015-08-10,31.0,26.9,37.1,0.0
2015-08-11,30.6,25.4,36.9,1.0
2015-08-12,30.6,26.8,35.3,0.0
2015-08-13,31.0,26.7,36.0,
2015-08-14,30.6,25.3,36.0,
2015-08-15,30.7,,,
2015-08-16,29.7,23.6,36.8,5.1
2015-08-17,30.6,25.3,,0.0
2015-08-18,30.7,25.7,34.8,
2015-08-19,30.7,26.4,34.8,
2015-08-20,30.1,,,
2015-08-21,27.3,22.4,36.2,23.1
2015-08-22,27.8,22.8,32.0,5.1
2015-08-23,29.8,22.8,34.5,1.0
2015-08-24,30.8,25.2,35.8,0.0
2015-08-25,31.2,26.2,36.4,
2015-08-26,30.9,,36.4,
2015-08-27,29.0,24.8,35.2,1.0
2015-08-28,30.1,25.4,34.1,0.5
2015-08-29,31.2,24.6,36.3,0.0
2015-08-30,30.6,,37.3,2.0
2015-08-31,30.7,23.7,37.3,1.0
2015-09-01,31.7,26.7,36.8,0.0
2015-09-02,31.1,25.7,,
2015-09-03,30.0,26.1,36.8,0.0
2015-09-04,30.8,26.5,35.4,
2015-09-05,30.4,26.4,35.3,
2015-09-06,31.1,26.0,36.5,
2015-09-07,28.3,25.8,36.5,0.0
2015-09-08,30.1,24.7,35.2,0.5
2015-09-09,29.5,,35.2,0.0
2015-09-10,29.4,22.2,34.1,35.1
2015-09-11,30.1,25.7,33.5,0.3
2015-09-12,30.1,26.3,34.0,0.5
2015-09-13,30.3,25.6,36.0,0.0
2015-09-14,30.7,25.2,36.0,0.0
2015-09-15,31.3,26.7,36.6,0.0
2015-09-16,32.2,27.5,37.1,
2015-09-17,31.2,27.3,37.1,
2015-09-18,30.8,26.2,36.7,
2015-09-19,30.6,25.7,35.8,1.0
2015-09-20,30.1,24.6,36.2,0.0
2015-09-21,30.2,22.7,36.2,23.1
2015-09-22,30.6,25.8,35.1,0.0
2015-09-23,30.7,26.2,35.0,
2015-09-24,31.0,26.0,,
2015-09-25,31.0,26.0,,
2015-09-26,30.7,25.0,,
2015-09-27,29.6,26.3,36.8,
2015-09-28,29.1,25.4,35.5,
2015-09-29,28.1,24.6,34.4,
2015-09-30,29.2,24.0,34.5,0.0
2015-10-01,28.9,24.6,34.5,1.0
2015-10-02,29.5,25.0,36.0,0.5
2015-10-03,28.1,22.8,36.0,26.9
2015-10-04,29.3,,,0.0
2015-10-05,27.4,22.7,34.5,16.0
2015-10-06,29.6,23.8,,0.0
2015-10-07,29.1,24.7,35.5,
2015-10-08,29.4,22.4,35.5,17.0
2015-10-09,29.2,25.0,34.3,0.0
2015-10-10,30.2,23.8,35.4,1.0
2015-10-11,28.8,22.4,35.4,21.1
2015-10-12,30.0,25.2,35.0,0.0
2015-10-13,29.6,23.9,,
2015-10-14,29.8,24.1,35.0,
2015-10-15,29.3,24.4,34.6,
2015-10-16,28.8,24.4,33.8,
2015-10-17,29.1,24.3,,
2015-10-18,29.7,24.7,34.3,
2015-10-19,29.5,25.2,34.3,3.0
2015-10-20,30.0,25.1,,0.0
2015-10-21,28.9,,,
2015-10-22,28.3,23.7,33.8,
2015-10-23,26.2,23.3,33.2,
2015-10-24,27.6,22.0,32.2,7.1
2015-10-25,28.4,23.2,33.0,0.0
2015-10-26,28.6,23.8,33.2,0.0
2015-10-27,28.4,25.0,33.9,0.5
2015-10-28,27.3,22.0,33.9,14.0
2015-10-29,27.1,23.3,31.8,14.0
2015-10-30,26.9,23.5,31.0,13.0
2015-10-31,26.4,,31.0,23.9
2015-11-01,26.4,,,9.9
2015-11-02,28.2,22.6,,55.9
2015-11-03,27.3,24.6,32.1,0.0
2015-11-04,28.4,23.9,32.1,0.3
2015-11-05,27.4,21.3,32.2,4.1
2015-11-06,28.5,24.2,32.5,0.8
2015-11-07,26.9,24.1,32.5,7.1
2015-11-08,25.7,23.0,30.3,42.9
2015-11-09,26.0,22.6,27.0,166.9
2015-11-10,26.1,21.6,,47.0
2015-11-11,26.3,22.2,29.8,25.9
2015-11-12,27.4,22.8,31.0,73.9
2015-11-13,25.0,23.2,31.0,118.1
2015-11-14,26.7,22.5,,9.9
2015-11-15,24.9,23.0,28.8,13.0
2015-11-16,25.5,22.2,29.0,264.9
2015-11-17,25.2,21.2,28.2,40.9
2015-11-18,25.7,21.7,29.1,0.0
2015-11-19,26.2,23.0,29.2,3.0
2015-11-20,27.3,22.8,31.1,37.1
2015-11-21,27.3,23.6,31.1,17.0
2015-11-22,26.7,23.6,30.9,13.0
2015-11-23,26.3,22.4,31.1,52.1
2015-11-24,26.9,22.1,31.1,138.9
2015-11-25,27.5,22.0,31.0,0.0
2015-11-26,27.3,24.6,30.8,0.3
2015-11-27,26.2,21.7,,0.0
2015-11-28,27.1,21.2,30.9,
2015-11-29,27.2,24.2,31.3,6.1
2015-11-30,25.9,23.8,28.0,26.9
2015-12-01,24.6,21.9,28.2,64.0
2015-12-02,24.8,21.5,,344.9
2015-12-03,25.4,21.5,28.8,27.9
2015-12-04,25.4,22.2,29.1,13.0
2015-12-05,25.8,20.8,29.1,35.1
2015-12-06,25.4,22.8,28.3,21.1
2015-12-07,26.8,22.7,30.0,25.9
2015-12-08,26.2,22.4,29.8,0.0
2015-12-09,26.7,22.1,30.0,7.1
2015-12-10,26.9,23.6,30.0,3.0
2015-12-11,27.3,22.2,32.0,0.0
2015-12-12,27.5,22.6,32.0,
2015-12-13,27.5,21.1,32.0,
2015-12-14,26.2,22.4,31.4,
2015-12-15,25.6,22.0,31.0,
2015-12-16,26.3,19.5,32.0,
2015-12-17,26.7,21.1,31.0,
